         t         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
   70.0000    0.0544    0.1604    0.2225    0.6368    0.0528    0.0227  914.5804  840.4567    1.3284
   71.0000    0.0543    0.1604    0.2224    0.6366    0.0528    0.0227  914.7725  840.6332    1.3284
   72.0000    0.0543    0.1604    0.2224    0.6367    0.0527    0.0226  914.9676  840.8125    1.3284
   73.0000    0.0543    0.1604    0.2223    0.6368    0.0527    0.0226  915.1663  840.9951    1.3284
   74.0000    0.0543    0.1604    0.2223    0.6368    0.0526    0.0226  915.3675  841.1800    1.3284
   75.0000    0.0543    0.1604    0.2222    0.6368    0.0526    0.0226  915.5731  841.3690    1.3284
   76.0000    0.0543    0.1604    0.2222    0.6368    0.0526    0.0226  915.7812  841.5602    1.3284
   77.0000    0.0542    0.1603    0.2221    0.6368    0.0525    0.0226  915.9930  841.7548    1.3284
   78.0000    0.0542    0.1603    0.2221    0.6370    0.0525    0.0225  916.2087  841.9531    1.3284
   79.0000    0.0542    0.1602    0.2220    0.6367    0.0524    0.0225  916.4269  842.1535    1.3284
   80.0000    0.0542    0.1601    0.2219    0.6367    0.0524    0.0225  916.6487  842.3574    1.3284
   81.0000    0.0541    0.1601    0.2218    0.6370    0.0524    0.0225  916.8738  842.5642    1.3284
   82.0000    0.0541    0.1599    0.2218    0.6369    0.0523    0.0225  917.1014  842.7734    1.3284
   83.0000    0.0540    0.1598    0.2217    0.6370    0.0523    0.0225  917.3317  842.9850    1.3284
   84.0000    0.0540    0.1597    0.2215    0.6369    0.0523    0.0224  917.5644  843.1989    1.3284
   85.0000    0.0539    0.1595    0.2214    0.6369    0.0522    0.0224  917.7998  843.4152    1.3284
   86.0000    0.0539    0.1593    0.2213    0.6372    0.0522    0.0224  918.0362  843.6325    1.3284
   87.0000    0.0538    0.1590    0.2212    0.6366    0.0521    0.0224  918.2741  843.8510    1.3284
   88.0000    0.0537    0.1587    0.2210    0.6367    0.0521    0.0224  918.5147  844.0722    1.3284
   89.0000    0.0536    0.1584    0.2209    0.6367    0.0521    0.0224  918.7554  844.2934    1.3284
   90.0000    0.0535    0.1580    0.2207    0.6372    0.0520    0.0223  918.9957  844.5142    1.3284
   91.0000    0.0534    0.1576    0.2205    0.6373    0.0520    0.0223  919.2341  844.7332    1.3284
   92.0000    0.0533    0.1572    0.2204    0.6370    0.0520    0.0223  919.4712  844.9511    1.3284
   93.0000    0.0531    0.1567    0.2202    0.6368    0.0519    0.0223  919.7049  845.1659    1.3284
   94.0000    0.0530    0.1561    0.2200    0.6372    0.0519    0.0223  919.9354  845.3777    1.3284
   95.0000    0.0528    0.1554    0.2198    0.6371    0.0519    0.0223  920.1587  845.5829    1.3284
   96.0000    0.0527    0.1546    0.2197    0.6375    0.0518    0.0223  920.3732  845.7800    1.3284
   97.0000    0.0525    0.1537    0.2195    0.6374    0.0518    0.0222  920.5741  845.9647    1.3284
   98.0000    0.0523    0.1526    0.2193    0.6378    0.0518    0.0222  920.7579  846.1335    1.3284
   99.0000    0.0520    0.1513    0.2193    0.6390    0.0517    0.0222  920.9202  846.2827    1.3284
  100.0000    0.0516    0.1464    0.2337    0.6340    0.0518    0.0223  921.0504  846.4023    1.3284
